ORIGIN,DEST,PASSENGERS,FARE,DISTANCE,COUPONS,YEAR,QUARTER
PDX,SLC,1169,402.639467212727,2988,2,2024,3
PDX,SMF,8311,448.36478150688356,3532,1,2024,3
PDX,STL,9168,423.52667321968465,1997,2,2024,3
PDX,TPA,4589,552.1007270102368,2750,1,2024,3
PDX,TUS,144,330.59002331466803,3106,2,2024,3
PHX,PIT,5246,232.58460358306786,1850,1,2024,3
PHX,RDU,355213,372.416125814185,2083,1,2024,3
PHX,RNO,7575,426.3930011542683,2963,2,2024,3
PHX,RSW,10025,297.15815447961523,2573,2,2024,3
PHX,SAN,9282,379.59294874677977,3163,2,2024,3
PHX,SAT,1016,289.482045641061,2482,2,2024,3
PHX,SEA,17436,477.3809486278084,3161,2,2024,3
PHX,SFO,15998,340.7238905941997,3286,2,2024,3
PHX,SJC,1391,346.8697607011232,3269,2,2024,3
PHX,SLC,610,415.6796904306935,2689,2,2024,3
PHX,SMF,510,383.4966689741792,3233,1,2024,3
PHX,STL,1729,302.74592904680935,1698,2,2024,3
PHX,TPA,373,389.79298393660827,2451,2,2024,3
PHX,TUS,240,488.0825566775831,2807,2,2024,3
PIT,RDU,77,246.2729086170149,1053,2,2024,3
PIT,RNO,4054,317.48787725332016,1933,2,2024,3
PIT,RSW,1006,228.0499986480338,1543,2,2024,3
PIT,SAN,5917,383.56948243486073,2133,2,2024,3
PIT,SAT,14621,193.62072465070804,1452,2,2024,3
PIT,SEA,2837,316.54778580134104,2131,2,2024,3
PIT,SFO,205617,385.74314653234427,2256,2,2024,3
PIT,SJC,761,287.64627454481507,2239,2,2024,3
PIT,SLC,6145,340.9641580118892,1659,1,2024,3
PIT,SMF,56416,432.1384112846392,2203,2,2024,3
PIT,STL,20895,138.10435340151025,668,2,2024,3
PIT,TPA,1578,305.19509663495705,1421,1,2024,3
PIT,TUS,1215,265.9410719277864,1777,1,2024,3
RDU,RNO,3667,440.52624554163776,2166,2,2024,3
RDU,RSW,14403,387.95798117343656,1776,2,2024,3
RDU,SAN,138,406.933079238723,2366,2,2024,3
RDU,SAT,24408,263.9973576807768,1685,1,2024,3
RDU,SEA,1928,382.81352176078576,2364,2,2024,3
RDU,SFO,1555,347.9919215155841,2489,2,2024,3
RDU,SJC,677,345.1353603914373,2472,2,2024,3
RDU,SLC,15493,351.0131496997478,1892,2,2024,3
RDU,SMF,27306,299.23352337952724,2436,2,2024,3
RDU,STL,2981,212.4493542890558,901,1,2024,3
RDU,TPA,3995,282.9529548965124,1654,2,2024,3
RDU,TUS,8010,386.00539627871814,2010,1,2024,3
RNO,RSW,35822,494.9703391778349,2656,2,2024,3
RNO,SAN,7459,525.8325104048337,3246,1,2024,3
RNO,SAT,1108,299.08673917196245,2565,2,2024,3
RNO,SEA,6294,626.6692884130223,3244,1,2024,3
RNO,SFO,8081,535.0165699242194,3369,2,2024,3
RNO,SJC,5369,545.362122011416,3352,2,2024,3
RNO,SLC,16556,412.92097253218043,2772,1,2024,3
RNO,SMF,1131,425.99944315190413,3316,2,2024,3
RNO,STL,1516,229.94540851139067,1781,2,2024,3
RNO,TPA,4129,301.08707875127163,2534,2,2024,3
RNO,TUS,15615,498.747806712583,2890,2,2024,3
RSW,SAN,8679,525.063953965285,2856,2,2024,3
RSW,SAT,18929,389.9588999083112,2175,2,2024,3
RSW,SEA,5220,376.6275130662546,2854,2,2024,3
RSW,SFO,9250,347.4750119079946,2979,2,2024,3
RSW,SJC,8081,369.6429002532935,2962,2,2024,3
RSW,SLC,518,454.03948674644374,2382,1,2024,3
RSW,SMF,1418,309.1463759475441,2926,2,2024,3
RSW,STL,9658,215.76550209301655,1391,2,2024,3
RSW,TPA,6816,224.67805252220168,2144,2,2024,3
RSW,TUS,385,335.44765681114626,2500,1,2024,3
SAN,SAT,2461,542.4494959796965,2765,1,2024,3
SAN,SEA,12093,630.2148551002741,3444,1,2024,3
SAN,SFO,8155,360.5297268258501,3569,2,2024,3
SAN,SJC,403,713.9380940437874,3552,2,2024,3
SAN,SLC,12553,563.7732663379037,2972,1,2024,3
SAN,SMF,10110,421.5176170579368,3516,2,2024,3
SAN,STL,877,206.56590146376521,1981,2,2024,3
SAN,TPA,2797,501.7086063732203,2734,2,2024,3
SAN,TUS,20439,372.66660021915806,3090,2,2024,3
SAT,SEA,563,500.4093425029466,2763,2,2024,3
SAT,SFO,7206,456.32804822288364,2888,2,2024,3
SAT,SJC,20724,548.9929636436055,2871,2,2024,3
SAT,SLC,5013,424.14541270713534,2291,2,2024,3
SAT,SMF,4181,493.9610475302787,2835,2,2024,3
SAT,STL,8538,297.1644097691792,1300,1,2024,3
SAT,TPA,494,288.5136385754745,2053,2,2024,3
SAT,TUS,10309,398.25847112952226,2409,2,2024,3
SEA,SFO,15221,508.5444370510993,3567,2,2024,3
SEA,SJC,824,691.796308519378,3550,2,2024,3
SEA,SLC,37237,447.156863153603,2970,2,2024,3
SEA,SMF,18393,434.0543556167787,3514,2,2024,3
SEA,STL,30175,347.49210012491426,1979,2,2024,3
SEA,TPA,9385,402.07374828531573,2732,2,2024,3
SEA,TUS,1078,576.1224792545077,3088,2,2024,3
SFO,SJC,41515,672.9272741755389,3675,1,2024,3
SFO,SLC,14523,618.9253999326454,3095,2,2024,3
SFO,SMF,90,400.51468538513393,3639,2,2024,3
SFO,STL,2585,278.7685986864977,2104,1,2024,3
SFO,TPA,56150,386.53088302313967,2857,2,2024,3
SFO,TUS,42706,315.9530515566871,3213,2,2024,3
SJC,SLC,5405,589.1078717160374,3078,1,2024,3
SJC,SMF,1293,594.7678140531881,3622,2,2024,3
SJC,STL,10372,279.17354662373185,2087,1,2024,3
SJC,TPA,1207,585.3364570258624,2840,2,2024,3
SJC,TUS,5897,641.0486664482665,3196,2,2024,3
SLC,SMF,13809,571.8879093634744,3042,2,2024,3
SLC,STL,1859,341.7065671458469,1507,1,2024,3
SLC,TPA,3004,443.91058536336453,2260,1,2024,3
SLC,TUS,2962,275.4248134567146,2616,2,2024,3
SMF,STL,1316,261.61983511711645,2051,2,2024,3
SMF,TPA,1931,322.32156489047253,2804,2,2024,3
SMF,TUS,2631,634.5556493311667,3160,1,2024,3
STL,TPA,3677,186.64270117657773,1269,1,2024,3
STL,TUS,8281,235.44576793606475,1625,2,2024,3
TPA,TUS,1942,303.5579617140661,2378,2,2024,3
